PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,FamilySize,IsAlone,TicketGroupSize,Fare,FarePerPerson,FarePerTicketPerson,Cabin,Deck,has_cabin,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Embarked_C,Embarked_Q,Embarked_S
698,1,3,0,28.0,0,0,1,1,1,7.7333,7.7333,7.7333,,0.0,0,False,True,False,False,False,False,True,False
699,0,1,1,49.0,1,1,3,0,4,110.8833,36.9611,27.720825,C68,3.0,1,False,False,True,False,False,True,False,False
700,0,3,1,42.0,0,0,1,1,1,7.65,7.65,7.65,F G63,6.0,1,False,False,True,False,False,False,False,True
701,1,1,0,18.0,1,0,2,0,4,227.525,113.7625,56.88125,C62 C64,3.0,1,False,False,False,True,False,True,False,False
702,1,1,1,35.0,0,0,1,1,1,26.2875,26.2875,26.2875,E24,5.0,1,False,False,True,False,False,False,False,True
703,0,3,0,18.0,0,1,2,0,2,14.4542,7.2271,7.2271,,0.0,0,False,True,False,False,False,True,False,False
704,0,3,1,25.0,0,0,1,1,1,7.7417,7.7417,7.7417,,0.0,0,False,False,True,False,False,False,True,False
705,0,3,1,26.0,1,0,2,0,1,7.8542,3.9271,7.8542,,0.0,0,False,False,True,False,False,False,False,True
706,0,2,1,39.0,0,0,1,1,2,26.0,26.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
707,1,2,0,45.0,0,0,1,1,1,13.5,13.5,13.5,,0.0,0,False,False,False,True,False,False,False,True
708,1,1,1,42.0,0,0,1,1,1,26.2875,26.2875,26.2875,E24,5.0,1,False,False,True,False,False,False,False,True
709,1,1,0,22.0,0,0,1,1,4,151.55,151.55,37.8875,,0.0,0,False,True,False,False,False,False,False,True
710,1,3,1,28.0,1,1,3,0,2,15.2458,5.081933333333333,7.6229,,0.0,0,True,False,False,False,False,True,False,False
711,1,1,0,24.0,0,0,1,1,1,49.5042,49.5042,49.5042,C90,3.0,1,False,False,False,False,True,True,False,False
712,0,1,1,28.0,0,0,1,1,1,26.55,26.55,26.55,C124,3.0,1,False,False,True,False,False,False,False,True
713,1,1,1,48.0,1,0,2,0,2,52.0,26.0,26.0,C126,3.0,1,False,False,True,False,False,False,False,True
714,0,3,1,29.0,0,0,1,1,1,9.4833,9.4833,9.4833,,0.0,0,False,False,True,False,False,False,False,True
715,0,2,1,52.0,0,0,1,1,2,13.0,13.0,6.5,,0.0,0,False,False,True,False,False,False,False,True
716,0,3,1,19.0,0,0,1,1,1,7.65,7.65,7.65,F G73,6.0,1,False,False,True,False,False,False,False,True
717,1,1,0,38.0,0,0,1,1,4,227.525,227.525,56.88125,C45,3.0,1,False,True,False,False,False,True,False,False
718,1,2,0,27.0,0,0,1,1,1,10.5,10.5,10.5,E101,5.0,1,False,True,False,False,False,False,False,True
719,0,3,1,28.0,0,0,1,1,1,15.5,15.5,15.5,,0.0,0,False,False,True,False,False,False,True,False
720,0,3,1,33.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
721,1,2,0,6.0,0,1,2,0,3,33.0,16.5,11.0,,0.0,0,False,True,False,False,False,False,False,True
722,0,3,1,17.0,1,0,2,0,1,7.0542,3.5271,7.0542,,0.0,0,False,False,True,False,False,False,False,True
723,0,2,1,34.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
724,0,2,1,50.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
725,1,1,1,27.0,1,0,2,0,2,53.1,26.55,26.55,E8,5.0,1,False,False,True,False,False,False,False,True
726,0,3,1,20.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
727,1,2,0,30.0,3,0,4,0,2,21.0,5.25,10.5,,0.0,0,False,False,False,True,False,False,False,True
728,1,3,0,28.0,0,0,1,1,1,7.7375,7.7375,7.7375,,0.0,0,False,True,False,False,False,False,True,False
729,0,2,1,25.0,1,0,2,0,1,26.0,13.0,26.0,,0.0,0,False,False,True,False,False,False,False,True
730,0,3,0,25.0,1,0,2,0,1,7.925,3.9625,7.925,,0.0,0,False,True,False,False,False,False,False,True
731,1,1,0,29.0,0,0,1,1,3,211.3375,211.3375,70.44583333333334,B5,2.0,1,False,True,False,False,False,False,False,True
732,0,3,1,11.0,0,0,1,1,2,18.7875,18.7875,9.39375,,0.0,0,False,False,True,False,False,True,False,False
733,0,2,1,28.0,0,0,1,1,1,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
734,0,2,1,23.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
735,0,2,1,23.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
736,0,3,1,28.5,0,0,1,1,2,16.1,16.1,8.05,,0.0,0,False,False,True,False,False,False,False,True
737,0,3,0,48.0,1,3,5,0,4,34.375,6.875,8.59375,,0.0,0,False,False,False,True,False,False,False,True
738,1,1,1,35.0,0,0,1,1,3,512.3292,512.3292,170.7764,B101,2.0,1,False,False,True,False,False,True,False,False
739,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
740,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
741,1,1,1,28.0,0,0,1,1,1,30.0,30.0,30.0,D45,4.0,1,False,False,True,False,False,False,False,True
742,0,1,1,36.0,1,0,2,0,2,78.85,39.425,39.425,C46,3.0,1,False,False,True,False,False,False,False,True
743,1,1,0,21.0,2,2,5,0,2,262.375,52.475,131.1875,B57 B59 B63 B66,2.0,1,False,True,False,False,False,True,False,False
744,0,3,1,24.0,1,0,2,0,1,16.1,8.05,16.1,,0.0,0,False,False,True,False,False,False,False,True
745,1,3,1,31.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
746,0,1,1,70.0,1,1,3,0,2,71.0,23.666666666666668,35.5,B22,2.0,1,False,False,False,False,True,False,False,True
747,0,3,1,16.0,1,1,3,0,2,20.25,6.75,10.125,,0.0,0,False,False,True,False,False,False,False,True
748,1,2,0,30.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
749,0,1,1,19.0,1,0,2,0,1,53.1,26.55,53.1,D30,4.0,1,False,False,True,False,False,False,False,True
750,0,3,1,31.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
751,1,2,0,4.0,1,1,3,0,1,23.0,7.666666666666667,23.0,,0.0,0,False,True,False,False,False,False,False,True
752,1,3,1,6.0,0,1,2,0,2,12.475,6.2375,6.2375,E121,5.0,1,True,False,False,False,False,False,False,True
753,0,3,1,33.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
754,0,3,1,23.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
755,1,2,0,48.0,1,2,4,0,2,65.0,16.25,32.5,,0.0,0,False,False,False,True,False,False,False,True
756,1,2,1,0.67,1,1,3,0,2,14.5,4.833333333333333,7.25,,0.0,0,True,False,False,False,False,False,False,True
757,0,3,1,28.0,0,0,1,1,1,7.7958,7.7958,7.7958,,0.0,0,False,False,True,False,False,False,False,True
758,0,2,1,18.0,0,0,1,1,1,11.5,11.5,11.5,,0.0,0,False,False,True,False,False,False,False,True
759,0,3,1,34.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
760,1,1,0,33.0,0,0,1,1,3,86.5,86.5,28.833333333333332,B77,2.0,1,False,False,False,False,True,False,False,True
761,0,3,1,28.0,0,0,1,1,2,14.5,14.5,7.25,,0.0,0,False,False,True,False,False,False,False,True
762,0,3,1,41.0,0,0,1,1,1,7.125,7.125,7.125,,0.0,0,False,False,True,False,False,False,False,True
763,1,3,1,20.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
764,1,1,0,36.0,1,2,4,0,4,120.0,30.0,30.0,B96 B98,2.0,1,False,False,False,True,False,False,False,True
765,0,3,1,16.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
766,1,1,0,51.0,1,0,2,0,3,77.9583,38.97915,25.986099999999997,D11,4.0,1,False,False,False,True,False,False,False,True
767,0,1,1,28.0,0,0,1,1,1,39.6,39.6,39.6,,0.0,0,False,False,False,False,True,True,False,False
768,0,3,0,30.5,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
769,0,3,1,28.0,1,0,2,0,3,24.15,12.075,8.049999999999999,,0.0,0,False,False,True,False,False,False,True,False
770,0,3,1,32.0,0,0,1,1,1,8.3625,8.3625,8.3625,,0.0,0,False,False,True,False,False,False,False,True
771,0,3,1,24.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
772,0,3,1,48.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,False,True,False,False,False,False,True
773,0,2,0,57.0,0,0,1,1,2,10.5,10.5,5.25,E77,5.0,1,False,False,False,True,False,False,False,True
774,0,3,1,28.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
775,1,2,0,54.0,1,3,5,0,1,23.0,4.6,23.0,,0.0,0,False,False,False,True,False,False,False,True
776,0,3,1,18.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,False,True
777,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,F38,6.0,1,False,False,True,False,False,False,True,False
778,1,3,0,5.0,0,0,1,1,2,12.475,12.475,6.2375,,0.0,0,False,True,False,False,False,False,False,True
779,0,3,1,28.0,0,0,1,1,1,7.7375,7.7375,7.7375,,0.0,0,False,False,True,False,False,False,True,False
780,1,1,0,43.0,0,1,2,0,3,211.3375,105.66875,70.44583333333334,B3,2.0,1,False,False,False,True,False,False,False,True
781,1,3,0,13.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,True,False,False,False,True,False,False
782,1,1,0,17.0,1,0,2,0,2,57.0,28.5,28.5,B20,2.0,1,False,False,False,True,False,False,False,True
783,0,1,1,29.0,0,0,1,1,1,30.0,30.0,30.0,D6,4.0,1,False,False,True,False,False,False,False,True
784,0,3,1,28.0,1,2,4,0,2,23.45,5.8625,11.725,,0.0,0,False,False,True,False,False,False,False,True
785,0,3,1,25.0,0,0,1,1,1,7.05,7.05,7.05,,0.0,0,False,False,True,False,False,False,False,True
786,0,3,1,25.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
787,1,3,0,18.0,0,0,1,1,1,7.4958,7.4958,7.4958,,0.0,0,False,True,False,False,False,False,False,True
788,0,3,1,8.0,4,1,6,0,5,29.125,4.854166666666667,5.825,,0.0,0,True,False,False,False,False,False,True,False
789,1,3,1,1.0,1,2,4,0,2,20.575,5.14375,10.2875,,0.0,0,True,False,False,False,False,False,False,True
790,0,1,1,46.0,0,0,1,1,2,79.2,79.2,39.6,B82 B84,2.0,1,False,False,True,False,False,True,False,False
791,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
792,0,2,1,16.0,0,0,1,1,2,26.0,26.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
793,0,3,0,28.0,8,2,11,0,7,69.55,6.322727272727272,9.935714285714285,,0.0,0,False,True,False,False,False,False,False,True
794,0,1,1,28.0,0,0,1,1,1,30.6958,30.6958,30.6958,,0.0,0,False,False,True,False,False,True,False,False
795,0,3,1,25.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
796,0,2,1,39.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
797,1,1,0,49.0,0,0,1,1,1,25.9292,25.9292,25.9292,D17,4.0,1,False,False,False,False,True,False,False,True
798,1,3,0,31.0,0,0,1,1,1,8.6833,8.6833,8.6833,,0.0,0,False,False,False,True,False,False,False,True
799,0,3,1,30.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
800,0,3,0,30.0,1,1,3,0,3,24.15,8.049999999999999,8.049999999999999,,0.0,0,False,False,False,True,False,False,False,True
801,0,2,1,34.0,0,0,1,1,2,13.0,13.0,6.5,,0.0,0,False,False,True,False,False,False,False,True
802,1,2,0,31.0,1,1,3,0,3,26.25,8.75,8.75,,0.0,0,False,False,False,True,False,False,False,True
803,1,1,1,11.0,1,2,4,0,4,120.0,30.0,30.0,B96 B98,2.0,1,True,False,False,False,False,False,False,True
804,1,3,1,0.42,0,1,2,0,1,8.5167,4.25835,8.5167,,0.0,0,True,False,False,False,False,True,False,False
805,1,3,1,27.0,0,0,1,1,1,6.975,6.975,6.975,,0.0,0,False,False,True,False,False,False,False,True
806,0,3,1,31.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
807,0,1,1,39.0,0,0,1,1,1,0.0,0.0,0.0,A36,1.0,1,False,False,True,False,False,False,False,True
808,0,3,0,18.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,True,False,False,False,False,False,True
809,0,2,1,39.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
810,1,1,0,33.0,1,0,2,0,2,53.1,26.55,26.55,E8,5.0,1,False,False,False,True,False,False,False,True
811,0,3,1,26.0,0,0,1,1,1,7.8875,7.8875,7.8875,,0.0,0,False,False,True,False,False,False,False,True
812,0,3,1,39.0,0,0,1,1,2,24.15,24.15,12.075,,0.0,0,False,False,True,False,False,False,False,True
813,0,2,1,35.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
814,0,3,0,6.0,4,2,7,0,7,31.275,4.4678571428571425,4.4678571428571425,,0.0,0,False,True,False,False,False,False,False,True
815,0,3,1,30.5,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
816,0,1,1,28.0,0,0,1,1,1,0.0,0.0,0.0,B102,2.0,1,False,False,True,False,False,False,False,True
817,0,3,0,23.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,True,False,False,False,False,False,True
818,0,2,1,31.0,1,1,3,0,2,37.0042,12.334733333333332,18.5021,,0.0,0,False,False,True,False,False,True,False,False
819,0,3,1,43.0,0,0,1,1,1,6.45,6.45,6.45,,0.0,0,False,False,True,False,False,False,False,True
820,0,3,1,10.0,3,2,6,0,6,27.9,4.6499999999999995,4.6499999999999995,,0.0,0,True,False,False,False,False,False,False,True
821,1,1,0,52.0,1,1,3,0,2,93.5,31.166666666666668,46.75,B69,2.0,1,False,False,False,True,False,False,False,True
822,1,3,1,27.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
823,0,1,1,38.0,0,0,1,1,1,0.0,0.0,0.0,,0.0,0,False,False,False,False,True,False,False,True
824,1,3,0,27.0,0,1,2,0,2,12.475,6.2375,6.2375,E121,5.0,1,False,False,False,True,False,False,False,True
825,0,3,1,2.0,4,1,6,0,6,39.6875,6.614583333333333,6.614583333333333,,0.0,0,True,False,False,False,False,False,False,True
826,0,3,1,28.0,0,0,1,1,1,6.95,6.95,6.95,,0.0,0,False,False,True,False,False,False,True,False
827,0,3,1,28.0,0,0,1,1,7,56.4958,56.4958,8.070828571428573,,0.0,0,False,False,True,False,False,False,False,True
828,1,2,1,1.0,0,2,3,0,2,37.0042,12.334733333333332,18.5021,,0.0,0,True,False,False,False,False,True,False,False
829,1,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
830,1,1,0,62.0,0,0,1,1,2,80.0,80.0,40.0,B28,2.0,1,False,False,False,True,False,False,False,True
831,1,3,0,15.0,1,0,2,0,2,14.4542,7.2271,7.2271,,0.0,0,False,False,False,True,False,True,False,False
832,1,2,1,0.83,1,1,3,0,3,18.75,6.25,6.25,,0.0,0,True,False,False,False,False,False,False,True
833,0,3,1,28.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
834,0,3,1,23.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,False,True,False,False,False,False,True
835,0,3,1,18.0,0,0,1,1,1,8.3,8.3,8.3,,0.0,0,False,False,True,False,False,False,False,True
836,1,1,0,39.0,1,1,3,0,1,83.1583,27.71943333333333,83.1583,E49,5.0,1,False,True,False,False,False,True,False,False
837,0,3,1,21.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
838,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
839,1,3,1,32.0,0,0,1,1,7,56.4958,56.4958,8.070828571428573,,0.0,0,False,False,True,False,False,False,False,True
840,1,1,1,28.0,0,0,1,1,1,29.7,29.7,29.7,C47,3.0,1,False,False,True,False,False,True,False,False
841,0,3,1,20.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
842,0,2,1,16.0,0,0,1,1,2,10.5,10.5,5.25,,0.0,0,False,False,True,False,False,False,False,True
843,1,1,0,30.0,0,0,1,1,2,31.0,31.0,15.5,,0.0,0,False,True,False,False,False,True,False,False
844,0,3,1,34.5,0,0,1,1,1,6.4375,6.4375,6.4375,,0.0,0,False,False,True,False,False,True,False,False
845,0,3,1,17.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
846,0,3,1,42.0,0,0,1,1,1,7.55,7.55,7.55,,0.0,0,False,False,True,False,False,False,False,True
847,0,3,1,28.0,8,2,11,0,7,69.55,6.322727272727272,9.935714285714285,,0.0,0,False,False,True,False,False,False,False,True
848,0,3,1,35.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,True,False,False
849,0,2,1,28.0,0,1,2,0,3,33.0,16.5,11.0,,0.0,0,False,False,False,False,True,False,False,True
850,1,1,0,28.0,1,0,2,0,2,89.1042,44.5521,44.5521,C92,3.0,1,False,False,False,True,False,True,False,False
851,0,3,1,4.0,4,2,7,0,7,31.275,4.4678571428571425,4.4678571428571425,,0.0,0,True,False,False,False,False,False,False,True
852,0,3,1,74.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
853,0,3,0,9.0,1,1,3,0,2,15.2458,5.081933333333333,7.6229,,0.0,0,False,True,False,False,False,True,False,False
854,1,1,0,16.0,0,1,2,0,1,39.4,19.7,39.4,D28,4.0,1,False,True,False,False,False,False,False,True
855,0,2,0,44.0,1,0,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,False,True,False,False,False,True
856,1,3,0,18.0,0,1,2,0,1,9.35,4.675,9.35,,0.0,0,False,False,False,True,False,False,False,True
857,1,1,0,45.0,1,1,3,0,2,164.8667,54.95556666666667,82.43335,,0.0,0,False,False,False,True,False,False,False,True
858,1,1,1,51.0,0,0,1,1,1,26.55,26.55,26.55,E17,5.0,1,False,False,True,False,False,False,False,True
859,1,3,0,24.0,0,3,4,0,4,19.2583,4.814575,4.814575,,0.0,0,False,False,False,True,False,True,False,False
860,0,3,1,28.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
861,0,3,1,41.0,2,0,3,0,1,14.1083,4.702766666666666,14.1083,,0.0,0,False,False,True,False,False,False,False,True
862,0,2,1,21.0,1,0,2,0,1,11.5,5.75,11.5,,0.0,0,False,False,True,False,False,False,False,True
863,1,1,0,48.0,0,0,1,1,1,25.9292,25.9292,25.9292,D17,4.0,1,False,False,False,True,False,False,False,True
864,0,3,0,28.0,8,2,11,0,7,69.55,6.322727272727272,9.935714285714285,,0.0,0,False,True,False,False,False,False,False,True
865,0,2,1,24.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
866,1,2,0,42.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,False,True,False,False,False,True
867,1,2,0,27.0,1,0,2,0,1,13.8583,6.92915,13.8583,,0.0,0,False,True,False,False,False,True,False,False
868,0,1,1,31.0,0,0,1,1,1,50.4958,50.4958,50.4958,A24,1.0,1,False,False,True,False,False,False,False,True
869,0,3,1,28.0,0,0,1,1,1,9.5,9.5,9.5,,0.0,0,False,False,True,False,False,False,False,True
870,1,3,1,4.0,1,1,3,0,3,11.1333,3.7111,3.7111,,0.0,0,True,False,False,False,False,False,False,True
871,0,3,1,26.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
872,1,1,0,47.0,1,1,3,0,2,52.5542,17.518066666666666,26.2771,D35,4.0,1,False,False,False,True,False,False,False,True
873,0,1,1,33.0,0,0,1,1,1,5.0,5.0,5.0,B51 B53 B55,2.0,1,False,False,True,False,False,False,False,True
874,0,3,1,47.0,0,0,1,1,1,9.0,9.0,9.0,,0.0,0,False,False,True,False,False,False,False,True
875,1,2,0,28.0,1,0,2,0,2,24.0,12.0,12.0,,0.0,0,False,False,False,True,False,True,False,False
876,1,3,0,15.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,True,False,False,False,True,False,False
877,0,3,1,20.0,0,0,1,1,2,9.8458,9.8458,4.9229,,0.0,0,False,False,True,False,False,False,False,True
878,0,3,1,19.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
879,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
880,1,1,0,56.0,0,1,2,0,2,83.1583,41.57915,41.57915,C50,3.0,1,False,False,False,True,False,True,False,False
881,1,2,0,25.0,0,1,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,False,True,False,False,False,True
882,0,3,1,33.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
883,0,3,0,22.0,0,0,1,1,1,10.5167,10.5167,10.5167,,0.0,0,False,True,False,False,False,False,False,True
884,0,2,1,28.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
885,0,3,1,25.0,0,0,1,1,1,7.05,7.05,7.05,,0.0,0,False,False,True,False,False,False,False,True
886,0,3,0,39.0,0,5,6,0,5,29.125,4.854166666666667,5.825,,0.0,0,False,False,False,True,False,False,True,False
887,0,2,1,27.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,False,False,True,False,False,True
888,1,1,0,19.0,0,0,1,1,1,30.0,30.0,30.0,B42,2.0,1,False,True,False,False,False,False,False,True
889,0,3,0,28.0,1,2,4,0,2,23.45,5.8625,11.725,,0.0,0,False,True,False,False,False,False,False,True
890,1,1,1,26.0,0,0,1,1,1,30.0,30.0,30.0,C148,3.0,1,False,False,True,False,False,True,False,False
891,0,3,1,32.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
